Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[13]    31.0    0.04    0.05 16644951         void std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZI> >::destroy<pcl::PointXYZI>(Eigen::aligned_allocator<pcl::PointXYZI>&, pcl::PointXYZI*) [13]
                0.04    0.01 16644951/16644951     decltype (({parm#1}.destroy)({parm#2})) std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZI> >::_S_destroy<Eigen::aligned_allocator<pcl::PointXYZI>, pcl::PointXYZI>(Eigen::aligned_allocator<pcl::PointXYZI>&, pcl::PointXYZI*, int) [17]
-----------------------------------------------
                0.06    0.00 16644949/16644949     void std::_Destroy<pcl::PointXYZI*, Eigen::aligned_allocator<pcl::PointXYZI> >(pcl::PointXYZI*, pcl::PointXYZI*, Eigen::aligned_allocator<pcl::PointXYZI>&) [5]
[14]    20.7    0.06    0.00 16644949         pcl::PointXYZI* std::__addressof<pcl::PointXYZI>(pcl::PointXYZI&) [14]
-----------------------------------------------
                0.00    0.05     230/230         pcl::PointCloud<pcl::PointXYZ>::~PointCloud() [16]
[15]    17.3    0.00    0.05     230         std::vector<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::~vector() [15]
                0.02    0.03     230/230         void std::_Destroy<pcl::PointXYZ*, Eigen::aligned_allocator<pcl::PointXYZ> >(pcl::PointXYZ*, pcl::PointXYZ*, Eigen::aligned_allocator<pcl::PointXYZ>&) [18]
                0.00    0.00     230/230         std::_Vector_base<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::~_Vector_base() [33]
                0.00    0.00     230/230         std::_Vector_base<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::_M_get_Tp_allocator() [76]
-----------------------------------------------
                0.00    0.05       1/1           loam::BasicScanRegistration::~BasicScanRegistration() [12]
[16]    17.3    0.00    0.05       1         pcl::PointCloud<pcl::PointXYZ>::~PointCloud() [16]
                0.00    0.05     230/230         std::vector<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::~vector() [15]
                0.00    0.00     230/7579        std::shared_ptr<std::vector<pcl::detail::FieldMapping, std::allocator<pcl::detail::FieldMapping> > >::~shared_ptr() [57]
                0.00    0.00     230/7579        pcl::PCLHeader::~PCLHeader() [56]
-----------------------------------------------
                0.04    0.01 16644951/16644951     void std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZI> >::destroy<pcl::PointXYZI>(Eigen::aligned_allocator<pcl::PointXYZI>&, pcl::PointXYZI*) [13]
[17]    17.2    0.04    0.01 16644951         decltype (({parm#1}.destroy)({parm#2})) std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZI> >::_S_destroy<Eigen::aligned_allocator<pcl::PointXYZI>, pcl::PointXYZI>(Eigen::aligned_allocator<pcl::PointXYZI>&, pcl::PointXYZI*, int) [17]
                0.01    0.00 16644949/16644949     void __gnu_cxx::new_allocator<pcl::PointXYZI>::destroy<pcl::PointXYZI>(pcl::PointXYZI*) [24]
-----------------------------------------------
                0.02    0.03     230/230         std::vector<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::~vector() [15]
[18]    17.2    0.02    0.03     230         void std::_Destroy<pcl::PointXYZ*, Eigen::aligned_allocator<pcl::PointXYZ> >(pcl::PointXYZ*, pcl::PointXYZ*, Eigen::aligned_allocator<pcl::PointXYZ>&) [18]
                0.02    0.00 6203422/6203422     pcl::PointXYZ* std::__addressof<pcl::PointXYZ>(pcl::PointXYZ&) [23]
                0.00    0.01 6203422/6203422     void std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZ> >::destroy<pcl::PointXYZ>(Eigen::aligned_allocator<pcl::PointXYZ>&, pcl::PointXYZ*) [27]
-----------------------------------------------
                0.01    0.03    7349/7349        std::_Vector_base<pcl::PointXYZI, Eigen::aligned_allocator<pcl::PointXYZI> >::~_Vector_base() [20]
[19]    13.8    0.01    0.03    7349         std::_Vector_base<pcl::PointXYZI, Eigen::aligned_allocator<pcl::PointXYZI> >::_M_deallocate(pcl::PointXYZI*, unsigned long) [19]
                0.00    0.03   44187/44187       std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZI> >::deallocate(Eigen::aligned_allocator<pcl::PointXYZI>&, pcl::PointXYZI*, unsigned long) [22]
-----------------------------------------------
                0.00    0.04    7349/7349        std::vector<pcl::PointXYZI, Eigen::aligned_allocator<pcl::PointXYZI> >::~vector() [3]
[20]    13.8    0.00    0.04    7349         std::_Vector_base<pcl::PointXYZI, Eigen::aligned_allocator<pcl::PointXYZI> >::~_Vector_base() [20]
                0.01    0.03    7349/7349        std::_Vector_base<pcl::PointXYZI, Eigen::aligned_allocator<pcl::PointXYZI> >::_M_deallocate(pcl::PointXYZI*, unsigned long) [19]
                0.00    0.00    7349/7349        std::_Vector_base<pcl::PointXYZI, Eigen::aligned_allocator<pcl::PointXYZI> >::_Vector_impl::~_Vector_impl() [63]
-----------------------------------------------
                0.02    0.01   44187/44187       std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZI> >::deallocate(Eigen::aligned_allocator<pcl::PointXYZI>&, pcl::PointXYZI*, unsigned long) [22]
[21]    10.3    0.02    0.01   44187         Eigen::aligned_allocator<pcl::PointXYZI>::deallocate(pcl::PointXYZI*, unsigned long) [21]
                0.00    0.01   44187/44417       Eigen::internal::aligned_free(void*) [29]
-----------------------------------------------
                0.00    0.03   44187/44187       std::_Vector_base<pcl::PointXYZI, Eigen::aligned_allocator<pcl::PointXYZI> >::_M_deallocate(pcl::PointXYZI*, unsigned long) [19]
[22]    10.3    0.00    0.03   44187         std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZI> >::deallocate(Eigen::aligned_allocator<pcl::PointXYZI>&, pcl::PointXYZI*, unsigned long) [22]
                0.02    0.01   44187/44187       Eigen::aligned_allocator<pcl::PointXYZI>::deallocate(pcl::PointXYZI*, unsigned long) [21]
-----------------------------------------------
                0.02    0.00 6203422/6203422     void std::_Destroy<pcl::PointXYZ*, Eigen::aligned_allocator<pcl::PointXYZ> >(pcl::PointXYZ*, pcl::PointXYZ*, Eigen::aligned_allocator<pcl::PointXYZ>&) [18]
[23]     6.9    0.02    0.00 6203422         pcl::PointXYZ* std::__addressof<pcl::PointXYZ>(pcl::PointXYZ&) [23]
-----------------------------------------------
                0.01    0.00 16644949/16644949     decltype (({parm#1}.destroy)({parm#2})) std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZI> >::_S_destroy<Eigen::aligned_allocator<pcl::PointXYZI>, pcl::PointXYZI>(Eigen::aligned_allocator<pcl::PointXYZI>&, pcl::PointXYZI*, int) [17]
[24]     3.4    0.01    0.00 16644949         void __gnu_cxx::new_allocator<pcl::PointXYZI>::destroy<pcl::PointXYZI>(pcl::PointXYZI*) [24]
-----------------------------------------------
                0.01    0.00 6203422/6203422     decltype (({parm#1}.destroy)({parm#2})) std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZ> >::_S_destroy<Eigen::aligned_allocator<pcl::PointXYZ>, pcl::PointXYZ>(Eigen::aligned_allocator<pcl::PointXYZ>&, pcl::PointXYZ*, int) [26]
[25]     3.4    0.01    0.00 6203422         void __gnu_cxx::new_allocator<pcl::PointXYZ>::destroy<pcl::PointXYZ>(pcl::PointXYZ*) [25]
-----------------------------------------------
                0.00    0.01 6203422/6203422     void std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZ> >::destroy<pcl::PointXYZ>(Eigen::aligned_allocator<pcl::PointXYZ>&, pcl::PointXYZ*) [27]
[26]     3.4    0.00    0.01 6203422         decltype (({parm#1}.destroy)({parm#2})) std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZ> >::_S_destroy<Eigen::aligned_allocator<pcl::PointXYZ>, pcl::PointXYZ>(Eigen::aligned_allocator<pcl::PointXYZ>&, pcl::PointXYZ*, int) [26]
                0.01    0.00 6203422/6203422     void __gnu_cxx::new_allocator<pcl::PointXYZ>::destroy<pcl::PointXYZ>(pcl::PointXYZ*) [25]
-----------------------------------------------
                0.00    0.01 6203422/6203422     void std::_Destroy<pcl::PointXYZ*, Eigen::aligned_allocator<pcl::PointXYZ> >(pcl::PointXYZ*, pcl::PointXYZ*, Eigen::aligned_allocator<pcl::PointXYZ>&) [18]
[27]     3.4    0.00    0.01 6203422         void std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZ> >::destroy<pcl::PointXYZ>(Eigen::aligned_allocator<pcl::PointXYZ>&, pcl::PointXYZ*) [27]
                0.00    0.01 6203422/6203422     decltype (({parm#1}.destroy)({parm#2})) std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZ> >::_S_destroy<Eigen::aligned_allocator<pcl::PointXYZ>, pcl::PointXYZ>(Eigen::aligned_allocator<pcl::PointXYZ>&, pcl::PointXYZ*, int) [26]
-----------------------------------------------
                0.01    0.00   48081/48081       Eigen::internal::aligned_free(void*) [29]
[28]     3.4    0.01    0.00   48081         Eigen::internal::handmade_aligned_free(void*) [28]
-----------------------------------------------
                0.00    0.00     230/44417       Eigen::aligned_allocator<pcl::PointXYZ>::deallocate(pcl::PointXYZ*, unsigned long) [31]
                0.00    0.01   44187/44417       Eigen::aligned_allocator<pcl::PointXYZI>::deallocate(pcl::PointXYZI*, unsigned long) [21]
[29]     3.4    0.00    0.01   44417         Eigen::internal::aligned_free(void*) [29]
                0.01    0.00   48081/48081       Eigen::internal::handmade_aligned_free(void*) [28]
-----------------------------------------------
                0.01    0.00    7349/7349        std::vector<pcl::PointXYZI, Eigen::aligned_allocator<pcl::PointXYZI> >::~vector() [3]
[30]     3.4    0.01    0.00    7349         std::_Vector_base<pcl::PointXYZI, Eigen::aligned_allocator<pcl::PointXYZI> >::_M_get_Tp_allocator() [30]
-----------------------------------------------
                0.00    0.00     230/230         std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZ> >::deallocate(Eigen::aligned_allocator<pcl::PointXYZ>&, pcl::PointXYZ*, unsigned long) [34]
[31]     0.0    0.00    0.00     230         Eigen::aligned_allocator<pcl::PointXYZ>::deallocate(pcl::PointXYZ*, unsigned long) [31]
                0.00    0.00     230/44417       Eigen::internal::aligned_free(void*) [29]
-----------------------------------------------
                0.00    0.00     230/230         std::_Vector_base<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::~_Vector_base() [33]
[32]     0.0    0.00    0.00     230         std::_Vector_base<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::_M_deallocate(pcl::PointXYZ*, unsigned long) [32]
                0.00    0.00     230/230         std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZ> >::deallocate(Eigen::aligned_allocator<pcl::PointXYZ>&, pcl::PointXYZ*, unsigned long) [34]
-----------------------------------------------
                0.00    0.00     230/230         std::vector<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::~vector() [15]
[33]     0.0    0.00    0.00     230         std::_Vector_base<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::~_Vector_base() [33]
                0.00    0.00     230/230         std::_Vector_base<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::_M_deallocate(pcl::PointXYZ*, unsigned long) [32]
                0.00    0.00     230/230         std::_Vector_base<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::_Vector_impl::~_Vector_impl() [75]
-----------------------------------------------
                0.00    0.00     230/230         std::_Vector_base<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::_M_deallocate(pcl::PointXYZ*, unsigned long) [32]
[34]     0.0    0.00    0.00     230         std::allocator_traits<Eigen::aligned_allocator<pcl::PointXYZ> >::deallocate(Eigen::aligned_allocator<pcl::PointXYZ>&, pcl::PointXYZ*, unsigned long) [34]
                0.00    0.00     230/230         Eigen::aligned_allocator<pcl::PointXYZ>::deallocate(pcl::PointXYZ*, unsigned long) [31]
-----------------------------------------------
                0.00    0.00   29312/29312       __gnu_cxx::__exchange_and_add_dispatch(int*, int) [43]
[41]     0.0    0.00    0.00   29312         __gthread_active_p() [41]
-----------------------------------------------
                0.00    0.00   29312/29312       __gnu_cxx::__exchange_and_add_dispatch(int*, int) [43]
[42]     0.0    0.00    0.00   29312         __gnu_cxx::__exchange_and_add(int volatile*, int) [42]
-----------------------------------------------
                0.00    0.00   29312/29312       std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [44]
[43]     0.0    0.00    0.00   29312         __gnu_cxx::__exchange_and_add_dispatch(int*, int) [43]
                0.00    0.00   29312/29312       __gthread_active_p() [41]
                0.00    0.00   29312/29312       __gnu_cxx::__exchange_and_add(int volatile*, int) [42]
-----------------------------------------------
                0.00    0.00   18320/18320       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [59]
[44]     0.0    0.00    0.00   18320         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [44]
                0.00    0.00   29312/29312       __gnu_cxx::__exchange_and_add_dispatch(int*, int) [43]
-----------------------------------------------
                0.00    0.00   15505/15505       void std::_Destroy<loam::PointLabel*>(loam::PointLabel*, loam::PointLabel*) [46]
[45]     0.0    0.00    0.00   15505         void std::_Destroy_aux<true>::__destroy<loam::PointLabel*>(loam::PointLabel*, loam::PointLabel*) [45]
-----------------------------------------------
                0.00    0.00   15505/15505       void std::_Destroy<loam::PointLabel*, loam::PointLabel>(loam::PointLabel*, loam::PointLabel*, std::allocator<loam::PointLabel>&) [107]
[46]     0.0    0.00    0.00   15505         void std::_Destroy<loam::PointLabel*>(loam::PointLabel*, loam::PointLabel*) [46]
                0.00    0.00   15505/15505       void std::_Destroy_aux<true>::__destroy<loam::PointLabel*>(loam::PointLabel*, loam::PointLabel*) [45]
-----------------------------------------------
                0.00    0.00   13023/13023       void std::_Destroy<int*>(int*, int*) [48]
[47]     0.0    0.00    0.00   13023         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [47]
-----------------------------------------------
                0.00    0.00   13023/13023       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [55]
[48]     0.0    0.00    0.00   13023         void std::_Destroy<int*>(int*, int*) [48]
                0.00    0.00   13023/13023       void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [47]
-----------------------------------------------
                0.00    0.00   10998/10998       std::allocator<int>::~allocator() [50]
[49]     0.0    0.00    0.00   10998         __gnu_cxx::new_allocator<int>::~new_allocator() [49]
-----------------------------------------------
                0.00    0.00   10998/10998       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [51]
[50]     0.0    0.00    0.00   10998         std::allocator<int>::~allocator() [50]
                0.00    0.00   10998/10998       __gnu_cxx::new_allocator<int>::~new_allocator() [49]
-----------------------------------------------
                0.00    0.00   10998/10998       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [54]
[51]     0.0    0.00    0.00   10998         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [51]
                0.00    0.00   10998/10998       std::allocator<int>::~allocator() [50]
-----------------------------------------------
                0.00    0.00   10998/10998       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [54]
[52]     0.0    0.00    0.00   10998         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [52]
                0.00    0.00    3669/3669        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [69]
-----------------------------------------------
                0.00    0.00   10998/10998       std::vector<int, std::allocator<int> >::~vector() [156]
[53]     0.0    0.00    0.00   10998         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [53]
-----------------------------------------------
                0.00    0.00   10998/10998       std::vector<int, std::allocator<int> >::~vector() [156]
[54]     0.0    0.00    0.00   10998         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [54]
                0.00    0.00   10998/10998       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [52]
                0.00    0.00   10998/10998       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [51]
-----------------------------------------------
                0.00    0.00   10998/10998       std::vector<int, std::allocator<int> >::~vector() [156]
[55]     0.0    0.00    0.00   10998         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [55]
                0.00    0.00   13023/13023       void std::_Destroy<int*>(int*, int*) [48]
-----------------------------------------------
                0.00    0.00     230/7579        pcl::PointCloud<pcl::PointXYZ>::~PointCloud() [16]
                0.00    0.00    7349/7579        pcl::PointCloud<pcl::PointXYZI>::~PointCloud() [4]
[56]     0.0    0.00    0.00    7579         pcl::PCLHeader::~PCLHeader() [56]
-----------------------------------------------
                0.00    0.00     230/7579        pcl::PointCloud<pcl::PointXYZ>::~PointCloud() [16]
                0.00    0.00    7349/7579        pcl::PointCloud<pcl::PointXYZI>::~PointCloud() [4]
[57]     0.0    0.00    0.00    7579         std::shared_ptr<std::vector<pcl::detail::FieldMapping, std::allocator<pcl::detail::FieldMapping> > >::~shared_ptr() [57]
                0.00    0.00    7579/7579        std::__shared_ptr<std::vector<pcl::detail::FieldMapping, std::allocator<pcl::detail::FieldMapping> >, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [58]
-----------------------------------------------
                0.00    0.00    7579/7579        std::shared_ptr<std::vector<pcl::detail::FieldMapping, std::allocator<pcl::detail::FieldMapping> > >::~shared_ptr() [57]
[58]     0.0    0.00    0.00    7579         std::__shared_ptr<std::vector<pcl::detail::FieldMapping, std::allocator<pcl::detail::FieldMapping> >, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [58]
                0.00    0.00    7579/7579        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [59]
-----------------------------------------------
                0.00    0.00    7579/7579        std::__shared_ptr<std::vector<pcl::detail::FieldMapping, std::allocator<pcl::detail::FieldMapping> >, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [58]
[59]     0.0    0.00    0.00    7579         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [59]
                0.00    0.00   18320/18320       std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [44]
-----------------------------------------------
                0.00    0.00    7349/7349        std::_Vector_base<pcl::PointXYZI, Eigen::aligned_allocator<pcl::PointXYZI> >::_Vector_impl::~_Vector_impl() [63]
[60]     0.0    0.00    0.00    7349         Eigen::aligned_allocator<pcl::PointXYZI>::~aligned_allocator() [60]
                0.00    0.00    7349/7349        std::allocator<pcl::PointXYZI>::~allocator() [62]
-----------------------------------------------
                0.00    0.00    7349/7349        std::allocator<pcl::PointXYZI>::~allocator() [62]
[61]     0.0    0.00    0.00    7349         __gnu_cxx::new_allocator<pcl::PointXYZI>::~new_allocator() [61]
-----------------------------------------------
                0.00    0.00    7349/7349        Eigen::aligned_allocator<pcl::PointXYZI>::~aligned_allocator() [60]
[62]     0.0    0.00    0.00    7349         std::allocator<pcl::PointXYZI>::~allocator() [62]
                0.00    0.00    7349/7349        __gnu_cxx::new_allocator<pcl::PointXYZI>::~new_allocator() [61]
-----------------------------------------------
                0.00    0.00    7349/7349        std::_Vector_base<pcl::PointXYZI, Eigen::aligned_allocator<pcl::PointXYZI> >::~_Vector_base() [20]
[63]     0.0    0.00    0.00    7349         std::_Vector_base<pcl::PointXYZI, Eigen::aligned_allocator<pcl::PointXYZI> >::_Vector_impl::~_Vector_impl() [63]
                0.00    0.00    7349/7349        Eigen::aligned_allocator<pcl::PointXYZI>::~aligned_allocator() [60]
-----------------------------------------------
                0.00    0.00    4433/4433        void std::_Destroy<unsigned long*>(unsigned long*, unsigned long*) [65]
[64]     0.0    0.00    0.00    4433         void std::_Destroy_aux<true>::__destroy<unsigned long*>(unsigned long*, unsigned long*) [64]
-----------------------------------------------
                0.00    0.00    4433/4433        void std::_Destroy<unsigned long*, unsigned long>(unsigned long*, unsigned long*, std::allocator<unsigned long>&) [160]
[65]     0.0    0.00    0.00    4433         void std::_Destroy<unsigned long*>(unsigned long*, unsigned long*) [65]
                0.00    0.00    4433/4433        void std::_Destroy_aux<true>::__destroy<unsigned long*>(unsigned long*, unsigned long*) [64]
-----------------------------------------------
                0.00    0.00    4431/4431        void std::_Destroy<float*>(float*, float*) [67]
[66]     0.0    0.00    0.00    4431         void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) [66]
-----------------------------------------------
                0.00    0.00    4431/4431        void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [159]
[67]     0.0    0.00    0.00    4431         void std::_Destroy<float*>(float*, float*) [67]
                0.00    0.00    4431/4431        void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) [66]
-----------------------------------------------
                0.00    0.00    3669/3669        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [69]
[68]     0.0    0.00    0.00    3669         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [68]
-----------------------------------------------
                0.00    0.00    3669/3669        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [52]
[69]     0.0    0.00    0.00    3669         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [69]
                0.00    0.00    3669/3669        __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [68]
-----------------------------------------------
                0.00    0.00     235/235         void std::_Destroy<std::pair<unsigned long, unsigned long>*>(std::pair<unsigned long, unsigned long>*, std::pair<unsigned long, unsigned long>*) [71]
[70]     0.0    0.00    0.00     235         void std::_Destroy_aux<true>::__destroy<std::pair<unsigned long, unsigned long>*>(std::pair<unsigned long, unsigned long>*, std::pair<unsigned long, unsigned long>*) [70]
-----------------------------------------------
                0.00    0.00     235/235         void std::_Destroy<std::pair<unsigned long, unsigned long>*, std::pair<unsigned long, unsigned long> >(std::pair<unsigned long, unsigned long>*, std::pair<unsigned long, unsigned long>*, std::allocator<std::pair<unsigned long, unsigned long> >&) [158]
[71]     0.0    0.00    0.00     235         void std::_Destroy<std::pair<unsigned long, unsigned long>*>(std::pair<unsigned long, unsigned long>*, std::pair<unsigned long, unsigned long>*) [71]
                0.00    0.00     235/235         void std::_Destroy_aux<true>::__destroy<std::pair<unsigned long, unsigned long>*>(std::pair<unsigned long, unsigned long>*, std::pair<unsigned long, unsigned long>*) [70]
-----------------------------------------------
                0.00    0.00     231/231         std::allocator<pcl::PointXYZ>::~allocator() [73]
[72]     0.0    0.00    0.00     231         __gnu_cxx::new_allocator<pcl::PointXYZ>::~new_allocator() [72]
-----------------------------------------------
                0.00    0.00     231/231         Eigen::aligned_allocator<pcl::PointXYZ>::~aligned_allocator() [74]
[73]     0.0    0.00    0.00     231         std::allocator<pcl::PointXYZ>::~allocator() [73]
                0.00    0.00     231/231         __gnu_cxx::new_allocator<pcl::PointXYZ>::~new_allocator() [72]
-----------------------------------------------
                0.00    0.00     230/230         std::_Vector_base<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::_Vector_impl::~_Vector_impl() [75]
[74]     0.0    0.00    0.00     230         Eigen::aligned_allocator<pcl::PointXYZ>::~aligned_allocator() [74]
                0.00    0.00     231/231         std::allocator<pcl::PointXYZ>::~allocator() [73]
-----------------------------------------------
                0.00    0.00     230/230         std::_Vector_base<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::~_Vector_base() [33]
[75]     0.0    0.00    0.00     230         std::_Vector_base<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::_Vector_impl::~_Vector_impl() [75]
                0.00    0.00     230/230         Eigen::aligned_allocator<pcl::PointXYZ>::~aligned_allocator() [74]
-----------------------------------------------
                0.00    0.00     230/230         std::vector<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::~vector() [15]
[76]     0.0    0.00    0.00     230         std::_Vector_base<pcl::PointXYZ, Eigen::aligned_allocator<pcl::PointXYZ> >::_M_get_Tp_allocator() [76]
-----------------------------------------------
                0.00    0.00      91/182         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [88]
                0.00    0.00      91/182         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_put_node(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*) [86]
[77]     0.0    0.00    0.00     182         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_Node_allocator() [77]
-----------------------------------------------
                0.00    0.00      91/91          std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >&, std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, unsigned long) [83]
[78]     0.0    0.00    0.00      91         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::deallocate(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, unsigned long) [78]
-----------------------------------------------
